theta,p,model
61.2,3.3653223648712e-05,brooklyn prior
61.3,3.36962591768048e-05,brooklyn prior
61.4,3.37392785252812e-05,brooklyn prior
61.5,3.37822817246721e-05,brooklyn prior
61.6,3.38252688054005e-05,brooklyn prior
61.7,3.38682397977819e-05,brooklyn prior
61.8,3.39111947320248e-05,brooklyn prior
61.9,3.39541336382316e-05,brooklyn prior
62,3.39970565463988e-05,brooklyn prior
62.1,3.40399634864176e-05,brooklyn prior
62.2,3.40828544880745e-05,brooklyn prior
62.3,3.41257295810518e-05,brooklyn prior
62.4,3.41685887949281e-05,brooklyn prior
62.5,3.42114321591791e-05,brooklyn prior
62.6,3.42542597031775e-05,brooklyn prior
62.7,3.42970714561941e-05,brooklyn prior
62.8,3.43398674473982e-05,brooklyn prior
62.9,3.43826477058579e-05,brooklyn prior
63,3.44254122605406e-05,brooklyn prior
63.1,3.44681611403138e-05,brooklyn prior
63.2,3.45108943739455e-05,brooklyn prior
63.3,3.45536119901045e-05,brooklyn prior
63.4,3.45963140173609e-05,brooklyn prior
63.5,3.46390004841869e-05,brooklyn prior
63.6,3.46816714189571e-05,brooklyn prior
63.7,3.47243268499488e-05,brooklyn prior
63.8,3.47669668053429e-05,brooklyn prior
63.9,3.48095913132239e-05,brooklyn prior
64,3.48522004015807e-05,brooklyn prior
64.1,3.48947940983071e-05,brooklyn prior
64.2,3.49373724312019e-05,brooklyn prior
64.3,3.49799354279699e-05,brooklyn prior
64.4,3.50224831162218e-05,brooklyn prior
64.5,3.50650155234752e-05,brooklyn prior
64.6,3.51075326771546e-05,brooklyn prior
64.7,3.5150034604592e-05,brooklyn prior
64.8,3.51925213330277e-05,brooklyn prior
64.9,3.523499288961e-05,brooklyn prior
65,3.52774493013966e-05,brooklyn prior
65.1,3.5319890595354e-05,brooklyn prior
65.2,3.53623167983589e-05,brooklyn prior
65.3,3.54047279371979e-05,brooklyn prior
65.4,3.54471240385684e-05,brooklyn prior
65.5,3.54895051290788e-05,brooklyn prior
65.6,3.55318712352491e-05,brooklyn prior
65.7,3.55742223835111e-05,brooklyn prior
65.8,3.56165586002089e-05,brooklyn prior
65.9,3.56588799115995e-05,brooklyn prior
66,3.5701186343853e-05,brooklyn prior
66.1,3.57434779230531e-05,brooklyn prior
66.2,3.57857546751975e-05,brooklyn prior
66.3,3.58280166261984e-05,brooklyn prior
66.4,3.58702638018827e-05,brooklyn prior
66.5,3.59124962279925e-05,brooklyn prior
66.6,3.59547139301858e-05,brooklyn prior
66.7,3.59969169340361e-05,brooklyn prior
66.8,3.60391052650339e-05,brooklyn prior
66.9,3.60812789485861e-05,brooklyn prior
67,3.61234380100171e-05,brooklyn prior
67.1,3.61655824745686e-05,brooklyn prior
67.2,3.62077123674005e-05,brooklyn prior
67.3,3.6249827713591e-05,brooklyn prior
67.4,3.62919285381371e-05,brooklyn prior
67.5,3.63340148659549e-05,brooklyn prior
67.6,3.63760867218798e-05,brooklyn prior
67.7,3.64181441306675e-05,brooklyn prior
67.8,3.64601871169936e-05,brooklyn prior
67.9,3.65022157054544e-05,brooklyn prior
68,3.65442299205673e-05,brooklyn prior
68.1,3.6586229786771e-05,brooklyn prior
68.2,3.66282153284259e-05,brooklyn prior
68.3,3.66701865698145e-05,brooklyn prior
68.4,3.67121435351418e-05,brooklyn prior
68.5,3.67540862485354e-05,brooklyn prior
68.6,3.67960147340462e-05,brooklyn prior
68.7,3.68379290156487e-05,brooklyn prior
68.8,3.68798291172411e-05,brooklyn prior
68.9,3.69217150626459e-05,brooklyn prior
69,3.696358687561e-05,brooklyn prior
69.1,3.70054445798055e-05,brooklyn prior
69.2,3.70472881988293e-05,brooklyn prior
69.3,3.70891177562043e-05,brooklyn prior
69.4,3.71309332753791e-05,brooklyn prior
69.5,3.71727347797285e-05,brooklyn prior
69.6,3.72145222925541e-05,brooklyn prior
69.7,3.72562958370843e-05,brooklyn prior
69.8,3.72980554364747e-05,brooklyn prior
69.9,3.73398011138084e-05,brooklyn prior
70,3.73815328920968e-05,brooklyn prior
70.1,3.7423250794279e-05,brooklyn prior
70.2,3.74649548432229e-05,brooklyn prior
70.3,3.75066450617255e-05,brooklyn prior
70.4,3.75483214725126e-05,brooklyn prior
70.5,3.75899840982396e-05,brooklyn prior
70.6,3.76316329614919e-05,brooklyn prior
70.7,3.76732680847849e-05,brooklyn prior
70.8,3.77148894905644e-05,brooklyn prior
70.9,3.77564972012071e-05,brooklyn prior
71,3.77980912390206e-05,brooklyn prior
71.1,3.78396716262439e-05,brooklyn prior
71.2,3.78812383850478e-05,brooklyn prior
71.3,3.79227915375349e-05,brooklyn prior
71.4,3.79643311057402e-05,brooklyn prior
71.5,3.80058571116312e-05,brooklyn prior
71.6,3.80473695771083e-05,brooklyn prior
71.7,3.8088868524005e-05,brooklyn prior
71.8,3.81303539740883e-05,brooklyn prior
71.9,3.8171825949059e-05,brooklyn prior
72,3.8213284470552e-05,brooklyn prior
72.1,3.82547295601361e-05,brooklyn prior
72.2,3.82961612393154e-05,brooklyn prior
72.3,3.83375795295282e-05,brooklyn prior
72.4,3.83789844521485e-05,brooklyn prior
72.5,3.84203760284854e-05,brooklyn prior
72.6,3.84617542797841e-05,brooklyn prior
72.7,3.85031192272256e-05,brooklyn prior
72.8,3.8544470891927e-05,brooklyn prior
72.9,3.85858092949425e-05,brooklyn prior
73,3.86271344572626e-05,brooklyn prior
73.1,3.86684463998153e-05,brooklyn prior
73.2,3.87097451434658e-05,brooklyn prior
73.3,3.87510307090171e-05,brooklyn prior
73.4,3.87923031172099e-05,brooklyn prior
73.5,3.88335623887233e-05,brooklyn prior
73.6,3.88748085441748e-05,brooklyn prior
73.7,3.89160416041206e-05,brooklyn prior
73.8,3.89572615890558e-05,brooklyn prior
73.9,3.8998468519415e-05,brooklyn prior
74,3.9039662415572e-05,brooklyn prior
74.1,3.90808432978406e-05,brooklyn prior
74.2,3.91220111864743e-05,brooklyn prior
74.3,3.91631661016673e-05,brooklyn prior
74.4,3.92043080635539e-05,brooklyn prior
74.5,3.92454370922095e-05,brooklyn prior
74.6,3.92865532076504e-05,brooklyn prior
74.7,3.9327656429834e-05,brooklyn prior
74.8,3.93687467786594e-05,brooklyn prior
74.9,3.94098242739676e-05,brooklyn prior
75,3.94508889355413e-05,brooklyn prior
75.1,3.94919407831056e-05,brooklyn prior
75.2,3.95329798363281e-05,brooklyn prior
75.3,3.95740061148192e-05,brooklyn prior
75.4,3.96150196381322e-05,brooklyn prior
75.5,3.96560204257634e-05,brooklyn prior
75.6,3.9697008497153e-05,brooklyn prior
75.7,3.97379838716846e-05,brooklyn prior
75.8,3.97789465686856e-05,brooklyn prior
75.9,3.98198966074279e-05,brooklyn prior
76,3.98608340071274e-05,brooklyn prior
76.1,3.9901758786945e-05,brooklyn prior
76.2,3.99426709659861e-05,brooklyn prior
76.3,3.99835705633013e-05,brooklyn prior
76.4,4.00244575978866e-05,brooklyn prior
76.5,4.00653320886833e-05,brooklyn prior
76.6,4.01061940545787e-05,brooklyn prior
76.7,4.01470435144059e-05,brooklyn prior
76.8,4.01878804869441e-05,brooklyn prior
76.9,4.02287049909191e-05,brooklyn prior
77,4.02695170450033e-05,brooklyn prior
77.1,4.03103166678159e-05,brooklyn prior
77.2,4.03511038779231e-05,brooklyn prior
77.3,4.03918786938384e-05,brooklyn prior
77.4,4.0432641134023e-05,brooklyn prior
77.5,4.04733912168854e-05,brooklyn prior
77.6,4.05141289607825e-05,brooklyn prior
77.7,4.0554854384019e-05,brooklyn prior
77.8,4.05955675048479e-05,brooklyn prior
77.9,4.0636268341471e-05,brooklyn prior
78,4.06769569120387e-05,brooklyn prior
78.1,4.07176332346504e-05,brooklyn prior
78.2,4.07582973273546e-05,brooklyn prior
78.3,4.07989492081493e-05,brooklyn prior
78.4,4.08395888949819e-05,brooklyn prior
78.5,4.08802164057498e-05,brooklyn prior
78.6,4.09208317583002e-05,brooklyn prior
78.7,4.09614349704304e-05,brooklyn prior
78.8,4.10020260598885e-05,brooklyn prior
78.9,4.10426050443726e-05,brooklyn prior
79,4.1083171941532e-05,brooklyn prior
79.1,4.11237267689668e-05,brooklyn prior
79.2,4.11642695442284e-05,brooklyn prior
79.3,4.12048002848193e-05,brooklyn prior
79.4,4.12453190081937e-05,brooklyn prior
79.5,4.12858257317576e-05,brooklyn prior
79.6,4.13263204728688e-05,brooklyn prior
79.7,4.13668032488374e-05,brooklyn prior
79.8,4.14072740769256e-05,brooklyn prior
79.9,4.14477329743483e-05,brooklyn prior
80,4.14881799582729e-05,brooklyn prior
80.1,4.15286150458199e-05,brooklyn prior
80.2,4.15690382540625e-05,brooklyn prior
80.3,4.16094496000276e-05,brooklyn prior
80.4,4.1649849100695e-05,brooklyn prior
80.5,4.16902367729987e-05,brooklyn prior
80.6,4.17306126338259e-05,brooklyn prior
80.7,4.17709767000182e-05,brooklyn prior
80.8,4.18113289883712e-05,brooklyn prior
80.9,4.18516695156347e-05,brooklyn prior
81,4.18919982985132e-05,brooklyn prior
81.1,4.19323153536657e-05,brooklyn prior
81.2,4.19726206977063e-05,brooklyn prior
81.3,4.20129143472039e-05,brooklyn prior
81.4,4.20531963186826e-05,brooklyn prior
81.5,4.20934666286221e-05,brooklyn prior
81.6,4.21337252934575e-05,brooklyn prior
81.7,4.21739723295794e-05,brooklyn prior
81.8,4.22142077533348e-05,brooklyn prior
81.9,4.22544315810264e-05,brooklyn prior
82,4.2294643828913e-05,brooklyn prior
82.1,4.23348445132103e-05,brooklyn prior
82.2,4.237503365009e-05,brooklyn prior
82.3,4.2415211255681e-05,brooklyn prior
82.4,4.24553773460687e-05,brooklyn prior
82.5,4.24955319372958e-05,brooklyn prior
82.6,4.25356750453623e-05,brooklyn prior
82.7,4.25758066862252e-05,brooklyn prior
82.8,4.26159268757995e-05,brooklyn prior
82.9,4.26560356299576e-05,brooklyn prior
83,4.26961329645299e-05,brooklyn prior
83.1,4.27362188953048e-05,brooklyn prior
83.2,4.27762934380288e-05,brooklyn prior
83.3,4.2816356608407e-05,brooklyn prior
83.4,4.28564084221026e-05,brooklyn prior
83.5,4.28964488947379e-05,brooklyn prior
83.6,4.29364780418937e-05,brooklyn prior
83.7,4.29764958791098e-05,brooklyn prior
83.8,4.30165024218853e-05,brooklyn prior
83.9,4.30564976856784e-05,brooklyn prior
84,4.30964816859069e-05,brooklyn prior
84.1,4.31364544379479e-05,brooklyn prior
84.2,4.31764159571385e-05,brooklyn prior
84.3,4.32163662587755e-05,brooklyn prior
84.4,4.3256305358116e-05,brooklyn prior
84.5,4.32962332703769e-05,brooklyn prior
84.6,4.33361500107357e-05,brooklyn prior
84.7,4.33760555943302e-05,brooklyn prior
84.8,4.34159500362591e-05,brooklyn prior
84.9,4.34558333515815e-05,brooklyn prior
85,4.34957055553178e-05,brooklyn prior
85.1,4.3535566662449e-05,brooklyn prior
85.2,4.35754166879177e-05,brooklyn prior
85.3,4.36152556466276e-05,brooklyn prior
85.4,4.36550835534441e-05,brooklyn prior
85.5,4.36949004231941e-05,brooklyn prior
85.6,4.37347062706662e-05,brooklyn prior
85.7,4.3774501110611e-05,brooklyn prior
85.8,4.38142849577412e-05,brooklyn prior
85.9,4.38540578267315e-05,brooklyn prior
86,4.38938197322191e-05,brooklyn prior
86.1,4.39335706888037e-05,brooklyn prior
86.2,4.39733107110474e-05,brooklyn prior
86.3,4.40130398134752e-05,brooklyn prior
86.4,4.40527580105749e-05,brooklyn prior
86.5,4.40924653167974e-05,brooklyn prior
86.6,4.41321617465566e-05,brooklyn prior
86.7,4.41718473142297e-05,brooklyn prior
86.8,4.42115220341574e-05,brooklyn prior
86.9,4.42511859206439e-05,brooklyn prior
87,4.42908389879571e-05,brooklyn prior
87.1,4.43304812503287e-05,brooklyn prior
87.2,4.43701127219542e-05,brooklyn prior
87.3,4.44097334169933e-05,brooklyn prior
87.4,4.44493433495699e-05,brooklyn prior
87.5,4.44889425337721e-05,brooklyn prior
87.6,4.45285309836527e-05,brooklyn prior
87.7,4.45681087132287e-05,brooklyn prior
87.8,4.46076757364822e-05,brooklyn prior
87.9,4.46472320673599e-05,brooklyn prior
88,4.46867777197734e-05,brooklyn prior
88.1,4.47263127075997e-05,brooklyn prior
88.2,4.47658370446806e-05,brooklyn prior
88.3,4.48053507448235e-05,brooklyn prior
88.4,4.48448538218012e-05,brooklyn prior
88.5,4.48843462893519e-05,brooklyn prior
88.6,4.49238281611799e-05,brooklyn prior
88.7,4.49632994509549e-05,brooklyn prior
88.8,4.50027601723128e-05,brooklyn prior
88.9,4.50422103388554e-05,brooklyn prior
89,4.50816499641508e-05,brooklyn prior
89.1,4.51210790617334e-05,brooklyn prior
89.2,4.51604976451039e-05,brooklyn prior
89.3,4.51999057277296e-05,brooklyn prior
89.4,4.52393033230445e-05,brooklyn prior
89.5,4.52786904444494e-05,brooklyn prior
89.6,4.53180671053118e-05,brooklyn prior
89.7,4.53574333189665e-05,brooklyn prior
89.8,4.53967890987151e-05,brooklyn prior
89.9,4.54361344578267e-05,brooklyn prior
90,4.54754694095376e-05,brooklyn prior
90.1,4.55147939670516e-05,brooklyn prior
90.2,4.55541081435401e-05,brooklyn prior
90.3,4.55934119521421e-05,brooklyn prior
90.4,4.56327054059646e-05,brooklyn prior
90.5,4.56719885180824e-05,brooklyn prior
90.6,4.57112613015382e-05,brooklyn prior
90.7,4.5750523769343e-05,brooklyn prior
90.8,4.5789775934476e-05,brooklyn prior
90.9,4.58290178098847e-05,brooklyn prior
91,4.58682494084853e-05,brooklyn prior
91.1,4.59074707431622e-05,brooklyn prior
91.2,4.59466818267688e-05,brooklyn prior
91.3,4.59858826721272e-05,brooklyn prior
91.4,4.60250732920283e-05,brooklyn prior
91.5,4.6064253699232e-05,brooklyn prior
91.6,4.61034239064676e-05,brooklyn prior
91.7,4.61425839264332e-05,brooklyn prior
91.8,4.61817337717966e-05,brooklyn prior
91.9,4.62208734551947e-05,brooklyn prior
92,4.62600029892342e-05,brooklyn prior
92.1,4.62991223864913e-05,brooklyn prior
92.2,4.63382316595119e-05,brooklyn prior
92.3,4.63773308208119e-05,brooklyn prior
92.4,4.64164198828771e-05,brooklyn prior
92.5,4.64554988581631e-05,brooklyn prior
92.6,4.6494567759096e-05,brooklyn prior
92.7,4.6533626598072e-05,brooklyn prior
92.8,4.65726753874577e-05,brooklyn prior
92.9,4.66117141395899e-05,brooklyn prior
93,4.66507428667764e-05,brooklyn prior
93.1,4.66897615812952e-05,brooklyn prior
93.2,4.67287702953954e-05,brooklyn prior
93.3,4.67677690212968e-05,brooklyn prior
93.4,4.68067577711901e-05,brooklyn prior
93.5,4.68457365572371e-05,brooklyn prior
93.6,4.68847053915707e-05,brooklyn prior
93.7,4.69236642862952e-05,brooklyn prior
93.8,4.6962613253486e-05,brooklyn prior
93.9,4.70015523051901e-05,brooklyn prior
94,4.7040481453426e-05,brooklyn prior
94.1,4.70794007101837e-05,brooklyn prior
94.2,4.7118310087425e-05,brooklyn prior
94.3,4.71572095970836e-05,brooklyn prior
94.4,4.71960992510649e-05,brooklyn prior
94.5,4.72349790612465e-05,brooklyn prior
94.6,4.72738490394781e-05,brooklyn prior
94.7,4.73127091975813e-05,brooklyn prior
94.8,4.73515595473503e-05,brooklyn prior
94.9,4.73904001005515e-05,brooklyn prior
95,4.74292308689237e-05,brooklyn prior
95.1,4.74680518641785e-05,brooklyn prior
95.2,4.75068630979999e-05,brooklyn prior
95.3,4.75456645820447e-05,brooklyn prior
95.4,4.75844563279425e-05,brooklyn prior
95.5,4.76232383472959e-05,brooklyn prior
95.6,4.76620106516804e-05,brooklyn prior
95.7,4.77007732526447e-05,brooklyn prior
95.8,4.77395261617106e-05,brooklyn prior
95.9,4.7778269390373e-05,brooklyn prior
96,4.78170029501006e-05,brooklyn prior
96.1,4.7855726852335e-05,brooklyn prior
96.2,4.78944411084917e-05,brooklyn prior
96.3,4.79331457299596e-05,brooklyn prior
96.4,4.79718407281015e-05,brooklyn prior
96.5,4.80105261142539e-05,brooklyn prior
96.6,4.80492018997271e-05,brooklyn prior
96.7,4.80878680958053e-05,brooklyn prior
96.8,4.81265247137469e-05,brooklyn prior
96.9,4.81651717647844e-05,brooklyn prior
97,4.82038092601244e-05,brooklyn prior
97.1,4.82424372109479e-05,brooklyn prior
97.2,4.82810556284102e-05,brooklyn prior
97.3,4.83196645236411e-05,brooklyn prior
97.4,4.83582639077448e-05,brooklyn prior
97.5,4.83968537918004e-05,brooklyn prior
97.6,4.84354341868614e-05,brooklyn prior
97.7,4.84740051039564e-05,brooklyn prior
97.8,4.85125665540885e-05,brooklyn prior
97.9,4.8551118548236e-05,brooklyn prior
98,4.85896610973521e-05,brooklyn prior
98.1,4.86281942123653e-05,brooklyn prior
98.2,4.8666717904179e-05,brooklyn prior
98.3,4.87052321836721e-05,brooklyn prior
98.4,4.87437370616987e-05,brooklyn prior
98.5,4.87822325490884e-05,brooklyn prior
98.6,4.88207186566462e-05,brooklyn prior
98.7,4.88591953951529e-05,brooklyn prior
98.8,4.88976627753646e-05,brooklyn prior
98.9,4.89361208080135e-05,brooklyn prior
99,4.89745695038074e-05,brooklyn prior
99.1,4.901300887343e-05,brooklyn prior
99.2,4.9051438927541e-05,brooklyn prior
99.3,4.90898596767762e-05,brooklyn prior
99.4,4.91282711317474e-05,brooklyn prior
99.5,4.91666733030426e-05,brooklyn prior
99.6,4.92050662012262e-05,brooklyn prior
99.7,4.92434498368389e-05,brooklyn prior
99.8,4.92818242203975e-05,brooklyn prior
99.9,4.93201893623958e-05,brooklyn prior
100,4.93585452733038e-05,brooklyn prior
100.1,4.93968919635683e-05,brooklyn prior
100.2,4.94352294436127e-05,brooklyn prior
100.3,4.94735577238373e-05,brooklyn prior
100.4,4.95118768146192e-05,brooklyn prior
100.5,4.95501867263123e-05,brooklyn prior
100.6,4.95884874692478e-05,brooklyn prior
100.7,4.96267790537336e-05,brooklyn prior
100.8,4.96650614900551e-05,brooklyn prior
100.9,4.97033347884747e-05,brooklyn prior
101,4.97415989592321e-05,brooklyn prior
101.1,4.97798540125445e-05,brooklyn prior
101.2,4.98180999586063e-05,brooklyn prior
101.3,4.98563368075895e-05,brooklyn prior
101.4,4.98945645696438e-05,brooklyn prior
101.5,4.99327832548962e-05,brooklyn prior
101.6,4.99709928734519e-05,brooklyn prior
101.7,5.00091934353934e-05,brooklyn prior
101.8,5.00473849507812e-05,brooklyn prior
101.9,5.00855674296539e-05,brooklyn prior
102,5.01237408820278e-05,brooklyn prior
102.1,5.01619053178974e-05,brooklyn prior
102.2,5.02000607472353e-05,brooklyn prior
102.3,5.02382071799922e-05,brooklyn prior
102.4,5.02763446260971e-05,brooklyn prior
102.5,5.03144730954574e-05,brooklyn prior
102.6,5.03525925979588e-05,brooklyn prior
102.7,5.03907031434653e-05,brooklyn prior
102.8,5.04288047418198e-05,brooklyn prior
102.9,5.04668974028433e-05,brooklyn prior
103,5.05049811363358e-05,brooklyn prior
103.1,5.05430559520758e-05,brooklyn prior
103.2,5.05811218598208e-05,brooklyn prior
103.3,5.06191788693069e-05,brooklyn prior
103.4,5.06572269902492e-05,brooklyn prior
103.5,5.06952662323419e-05,brooklyn prior
103.6,5.07332966052579e-05,brooklyn prior
103.7,5.07713181186495e-05,brooklyn prior
103.8,5.0809330782148e-05,brooklyn prior
103.9,5.0847334605364e-05,brooklyn prior
104,5.08853295978874e-05,brooklyn prior
104.1,5.09233157692873e-05,brooklyn prior
104.2,5.09612931291123e-05,brooklyn prior
104.3,5.09992616868906e-05,brooklyn prior
104.4,5.10372214521297e-05,brooklyn prior
104.5,5.10751724343168e-05,brooklyn prior
104.6,5.11131146429188e-05,brooklyn prior
104.7,5.11510480873822e-05,brooklyn prior
104.8,5.11889727771333e-05,brooklyn prior
104.9,5.12268887215784e-05,brooklyn prior
105,5.12647959301036e-05,brooklyn prior
105.1,5.13026944120747e-05,brooklyn prior
105.2,5.1340584176838e-05,brooklyn prior
105.3,5.13784652337195e-05,brooklyn prior
105.4,5.14163375920255e-05,brooklyn prior
105.5,5.14542012610424e-05,brooklyn prior
105.6,5.1492056250037e-05,brooklyn prior
105.7,5.15299025682562e-05,brooklyn prior
105.8,5.15677402249274e-05,brooklyn prior
105.9,5.16055692292586e-05,brooklyn prior
106,5.16433895904379e-05,brooklyn prior
106.1,5.16812013176343e-05,brooklyn prior
106.2,5.17190044199971e-05,brooklyn prior
106.3,5.17567989066565e-05,brooklyn prior
106.4,5.17945847867234e-05,brooklyn prior
106.5,5.18323620692893e-05,brooklyn prior
106.6,5.18701307634267e-05,brooklyn prior
106.7,5.19078908781889e-05,brooklyn prior
106.8,5.19456424226102e-05,brooklyn prior
106.9,5.19833854057058e-05,brooklyn prior
107,5.2021119836472e-05,brooklyn prior
107.1,5.20588457238863e-05,brooklyn prior
107.2,5.20965630769073e-05,brooklyn prior
107.3,5.21342719044748e-05,brooklyn prior
107.4,5.21719722155099e-05,brooklyn prior
107.5,5.2209664018915e-05,brooklyn prior
107.6,5.22473473235739e-05,brooklyn prior
107.7,5.22850221383518e-05,brooklyn prior
107.8,5.23226884720956e-05,brooklyn prior
107.9,5.23603463336335e-05,brooklyn prior
108,5.23979957317754e-05,brooklyn prior
108.1,5.24356366753128e-05,brooklyn prior
108.2,5.2473269173019e-05,brooklyn prior
108.3,5.2510893233649e-05,brooklyn prior
108.4,5.25485088659397e-05,brooklyn prior
108.5,5.25861160786096e-05,brooklyn prior
108.6,5.26237148803595e-05,brooklyn prior
108.7,5.2661305279872e-05,brooklyn prior
108.8,5.26988872858115e-05,brooklyn prior
108.9,5.27364609068249e-05,brooklyn prior
109,5.27740261515409e-05,brooklyn prior
109.1,5.28115830285705e-05,brooklyn prior
109.2,5.28491315465069e-05,brooklyn prior
109.3,5.28866717139257e-05,brooklyn prior
109.4,5.29242035393846e-05,brooklyn prior
109.5,5.29617270314239e-05,brooklyn prior
109.6,5.29992421985662e-05,brooklyn prior
109.7,5.30367490493166e-05,brooklyn prior
109.8,5.30742475921628e-05,brooklyn prior
109.9,5.3111737835575e-05,brooklyn prior
110,5.31492197880062e-05,brooklyn prior
110.1,5.31866934578918e-05,brooklyn prior
110.2,5.32241588536502e-05,brooklyn prior
110.3,5.32616159836824e-05,brooklyn prior
110.4,5.32990648563724e-05,brooklyn prior
110.5,5.33365054800869e-05,brooklyn prior
110.6,5.33739378631755e-05,brooklyn prior
